Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000005377,,A003002,90402-RHQ,Accounting-Trade,RHQ,,RHQ Reimbursement 2019-03~03-9/12 ,,,,,
000000005378,,A003002,90402-RHQ,Accounting-Trade,RHQ,,RHQ Reimbursement 2019-03~03-10/12 ,,,,,
000000005379,,A003002,90402-RHQ,Accounting-Trade,RHQ,,RHQ Reimbursement 2019-03~03-11/12 ,,,,,
000000005380,,A003002,90402-RHQ,Accounting-Trade,RHQ,,RHQ Reimbursement 2019-03~03-12/12 ,,,,,
000000005381,,A002002,90474-CDC,Accounting-Trade,CDC,,CDC AP 2019-01~03-1/1 ,,,,,
000000005382,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-1/8 ,,,,,
000000005383,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-2/8 ,,,,,
000000005384,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-3/8 ,,,,,
000000005385,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-4/8 ,,,,,
000000005386,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-5/8 ,,,,,
000000005387,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-6/8 ,,,,,
000000005388,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-7/8 ,,,,,
000000005389,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-01~01-8/8 ,,,,,
000000005390,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-1/9 ,,,,,
000000005391,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-2/9 ,,,,,
000000005392,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-3/9 ,,,,,
000000005393,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-4/9 ,,,,,
000000005394,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-5/9 ,,,,,
000000005395,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-6/9 ,,,,,
000000005396,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-7/9 ,,,,,
000000005397,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-8/9 ,,,,,
000000005398,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2019-02~02-9/9 ,,,,,
000000005399,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-1/2 增值税进项发票,,,,,
000000005400,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-2/2 增值税进项发票,,,,,
000000005401,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-1/4 增值税进项发票,,,,,
000000005402,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-2/4 增值税进项发票,,,,,
000000005403,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-3/4 增值税进项发票,,,,,
000000005404,,B003003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-4/4 增值税进项发票,,,,,
000000005405,,B003008,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-01~01-1/1 增值税进项发票,,,,,
000000005406,,B003008,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-02~02-1/1 增值税进项发票,,,,,
000000005407,,B003008,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-1/1 增值税进项发票,,,,,
000000005408,,B003008,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-04~04-1/1 增值税进项发票,,,,,
000000005409,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-1/5 ,,,,,
000000005410,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-2/5 ,,,,,
000000005411,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-3/5 ,,,,,
000000005412,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-4/5 ,,,,,
000000005413,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-04~04-5/5 ,,,,,
000000005414,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-1/11 ,,,,,
000000005415,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-2/11 ,,,,,
000000005416,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-3/11 ,,,,,
000000005417,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-4/11 ,,,,,
000000005418,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-5/11 ,,,,,
000000005419,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-6/11 ,,,,,
000000005420,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-7/11 ,,,,,
000000005421,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-8/11 ,,,,,
000000005422,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-9/11 ,,,,,
000000005423,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-10/11 ,,,,,
000000005424,,A004003,90402-RHQ,Accounting-Trade,RHQ,,RHQ DP 2019-03~03-11/11 ,,,,,
000000005425,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-02~02-1/4 ,,,,,
000000005426,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-02~02-2/4 ,,,,,
000000005427,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-02~02-3/4 ,,,,,
000000005428,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-02~02-4/4 ,,,,,
000000005429,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-1/6 ,,,,,
000000005430,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-2/6 ,,,,,
000000005431,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-3/6 ,,,,,
000000005432,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-4/6 ,,,,,
000000005433,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-5/6 ,,,,,
000000005434,,A001003,90402-RHQ,Accounting-Trade,RHQ,,RHQ AP 2019-03~03-6/6 ,,,,,
000000005435,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-1/8 ,,,,,
000000005436,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-2/8 ,,,,,
000000005437,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-3/8 ,,,,,
000000005438,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-4/8 ,,,,,
000000005439,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-5/8 ,,,,,
000000005440,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-6/8 ,,,,,
000000005441,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-7/8 ,,,,,
000000005442,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-10~10-8/8 ,,,,,
000000005443,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-1/6 ,,,,,
000000005444,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-2/6 ,,,,,
000000005445,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-3/6 ,,,,,
000000005446,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-4/6 ,,,,,
000000005447,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-5/6 ,,,,,
000000005448,,B004004,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-11~11-6/6 ,,,,,
000000005449,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-1/7 ,,,,,
000000005450,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-2/7 ,,,,,
000000005451,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-3/7 ,,,,,
000000005452,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-4/7 ,,,,,
000000005453,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-5/7 ,,,,,
000000005454,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-6/7 ,,,,,
000000005455,,B004001,90402-RHQ,Accounting-Trade,RHQ,,RHQ InterCo Sales 2018-12~12-7/7 ,,,,,
