Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Status,Create date,Updated at
000000003606,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-4~4-1/4 ,,,,
000000003607,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-4~4-2/4 ,,,,
000000003608,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-4~4-3/4 ,,,,
000000003609,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-4~4-4/4 ,,,,
000000003610,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-5~5-1/3 ,,,,
000000003611,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-5~5-2/3 ,,,,
000000003612,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-5~5-3/3 ,,,,
000000003613,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-6~6-1/3 ,,,,
000000003614,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-6~6-2/3 ,,,,
000000003615,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-6~6-3/3 ,,,,
000000003616,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-7~7-1/3 ,,,,
000000003617,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-7~7-2/3 ,,,,
000000003618,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-7~7-3/3 ,,,,
000000003619,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-8~8-1/4 ,,,,
000000003620,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-8~8-2/4 ,,,,
000000003621,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-8~8-3/4 ,,,,
000000003622,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-8~8-4/4 ,,,,
000000003623,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-1/4 ,,,,
000000003624,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-2/4 ,,,,
000000003625,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-3/4 ,,,,
000000003626,,S004005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-4/4 ,,,,
000000003627,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-2~2-3/3 ,,,,
000000003628,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-3~3-1/4 ,,,,
000000003629,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-3~3-2/4 ,,,,
000000003630,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-3~3-3/4 ,,,,
000000003631,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-3~3-4/4 ,,,,
000000003632,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-4~4-1/5 ,,,,
000000003633,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-4~4-2/5 ,,,,
000000003634,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-4~4-3/5 ,,,,
000000003635,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-4~4-4/5 ,,,,
000000003636,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-4~4-5/5 ,,,,
000000003637,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-5~5-1/3 ,,,,
000000003638,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-5~5-2/3 ,,,,
000000003639,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-5~5-3/3 ,,,,
000000003640,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-6~6-1/3 ,,,,
000000003641,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-6~6-2/3 ,,,,
000000003642,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-6~6-3/3 ,,,,
000000003643,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-7~7-1/2 ,,,,
000000003644,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-7~7-2/2 ,,,,
000000003645,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-8~8-1/5 ,,,,
000000003646,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-8~8-2/5 ,,,,
000000003647,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-8~8-3/5 ,,,,
000000003648,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-8~8-4/5 ,,,,
000000003649,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-8~8-5/5 ,,,,
000000003650,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-9~9-1/3 ,,,,
000000003651,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-9~9-2/3 ,,,,
000000003652,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-9~9-3/3 ,,,,
000000003653,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-1/4 ,,,,
000000003654,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-2/4 ,,,,
000000003655,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-3/4 ,,,,
000000003656,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-4/4 ,,,,
000000003657,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-1/3 ,,,,
000000003658,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-2/3 ,,,,
000000003659,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-3/3 ,,,,
000000003660,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-1/3 ,,,,
000000003661,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-2/3 ,,,,
000000003662,,R003004,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-3/3 ,,,,
